"Organization","Permit_Adminid","Permit_Name","Facility_Name","Facility_Status","Locality","MP_Name","MP_Type","Intake_Capacity_(MGD)","Source_of_Capacity_Estimate","Exemption_Code","Max_Pre-89_(MGY)","VDH_Total_Pumping_Capacity_(MGD)","401_Certification_Limit_(MGD)","Max_Pre-89_(MGM)"
"Richmond Paperboard Corp","69505","RICHMOND PLANT(RICHMOND PLANT)","RICHMOND PLANT","abandoned","Richmond City","JAMES RIVER","Surface Water Intake","5,460","VWUDS Form","1","82","0","0","7.5"
"Tidewater Quarries, Inc","69963","RICHMOND PLANT(RICHMOND PLANT)","RICHMOND PLANT","inactive","Richmond City","JAMES RIVER","Surface Water Intake","0","","0","24.126","0","0","2.294"
"Vulcan Construction Materials LLC","69332","RICHMOND QUARRY(RICHMOND QUARRY)","RICHMOND QUARRY","active","Richmond City","JAMES RIVER","Surface Water Intake","0","","0","0","0","0","0"
"Richwood Golf Club, Inc","69779","RICHWOOD GOLF CLUB(RICHWOOD GOLF CLUB)","RICHWOOD GOLF CLUB","inactive","Tazewell","BLUESTONE RIVER","Surface Water Intake","2.4","VWUDS Form","1","4.361","0","0","1.71"
"Richard Debernard","69922","RICKS AND VANS","RICKS AND VANS","inactive","Spotsylvania","RAPPAHANNOCK RIVER","Surface Water Intake","0","","0","27.26","0","0","7.602"
"Gene Ely Water System","69013","RIDGEVIEW SERVICE AREA(RIDGEVIEW)","RIDGEVIEW SERVICE AREA","inactive","Lee","SPRING","Surface Water Intake","0","","0","4.954","0","0","0.449"
"John & Susan Mullin","70388","RIDGEWAY FARM LLC","RIDGEWAY FARM LLC","active","Charlotte","STAUNTON RIVER ABOVE CUB RUN","Surface Water Intake","0","","0","0","0","0","0"
"John & Susan Mullin","70388","RIDGEWAY FARM LLC","RIDGEWAY FARM LLC","active","Charlotte","FARM POND","Surface Water Intake","0","","0","0","0","0","0"
"John & Susan Mullin","70388","RIDGEWAY FARM LLC","RIDGEWAY FARM LLC","active","Charlotte","STAUNTON R BOTTOM OF HOUSE","Surface Water Intake","0","","0","0","0","0","0"
"John & Susan Mullin","70388","RIDGEWAY FARM LLC","RIDGEWAY FARM LLC","active","Charlotte","CUB CREEK","Surface Water Intake","0","","0","0","0","0","0"
"John & Susan Mullin","70388","RIDGEWAY FARM LLC","RIDGEWAY FARM LLC","active","Charlotte","STAUNTON R BELOW CUB RUN","Surface Water Intake","0","","0","0","0","0","0"
"John & Susan Mullin","70388","RIDGEWAY FARM LLC","RIDGEWAY FARM LLC","active","Charlotte","Walnut Grove","Surface Water Intake","0","","0","0","0","0","0"
"Ringgold Golf Club","68692","Ringgold Golf Club(Ringgold Golf Club (Irrigation))","Ringgold Golf Club","active","Pittsylvania","Pond","Surface Water Intake","0","","0","0","0","0","0"
"River Bend Country Club","70668","RIVER BEND COUNTRY CLUB(RIVER BEND COUNTRY CLUB)","RIVER BEND COUNTRY CLUB","active","Fairfax County","FOREST LAKE","Surface Water Intake","0","","0","14.5","0","0","3"
"Larry F. Shiflett","69927","RIVER BEND FARM","RIVER BEND FARM","active","Augusta","MIDDLE RIVER","Surface Water Intake","0","","0","0","0","0","0"
"Riverbend Nursery","69798","Riverbend Nursery(RIVERBEND NURSERY)","Riverbend Nursery","active","Floyd","LITTLE RIVER","Surface Water Intake","0","","5","0","0","0","0"
"Club Corp","71162","RIVER CREEK COUNTRY CLUB(RIVER CREEK COUNTRY CLUB)","RIVER CREEK COUNTRY CLUB","active","Loudoun","POTOMAC RIVER","Surface Water Intake","0","","2","0","0","0","0"
"Riverfront Llc","68724","Riverfront Golf Club(Riverfront Golf Club (Irrigation))","Riverfront Golf Club","active","Suffolk","Sand Pit Lake","Surface Water Intake","0","","0","0","0","0","0"
"Noah L Rodes And Sons","69018","RIVERHILL FARMS LLC","RIVERHILL FARMS LLC","active","Rockingham","NORTH RIVER","Surface Water Intake","0","","0","0","0","0","0"
"Noah L Rodes And Sons","69018","RIVERHILL FARMS LLC","RIVERHILL FARMS LLC","active","Rockingham","SOUTH FORK SHENANDOAH RIVER","Surface Water Intake","0","","0","0","0","0","0"
"Samuel P Saufley","71364","RIVER MONT FARMS","RIVER MONT FARMS","inactive","Augusta","MIDDLE RIVER","Surface Water Intake","0","","5","43.44","0","0","17.376"
"Samuel P Saufley","71364","RIVER MONT FARMS","RIVER MONT FARMS","inactive","Augusta","SOUTH RIVER","Surface Water Intake","0","","5","0","0","0","0"
"River Ridge Property Owners Association","68922","River Ridge Golf and Camping Club(River Ridge Golf and Camping Club (Irrigation))","River Ridge Golf and Camping Club","active","Mecklenburg","Lake Gaston","Surface Water Intake","0","","0","0","0","0","0"
"Roanoke River Service Authority","70623","RIVER RIDGE SERVICE AREA(RIVER RIDGE)","RIVER RIDGE SERVICE AREA","abandoned","Mecklenburg","L GASTON  (PURCH FR VA POWER)","Surface Water Intake","0","","0","4.275","0","0","1.425"
"Franklin Turfgrass Inc","71327","RIVER ROAD FARM(RIVER ROAD FARM)","RIVER ROAD FARM","active","Southampton","BLACKWATER R   RIVER RD FARM","Surface Water Intake","0","","0","0","0","0","0"
"Franklin Turfgrass Inc","71327","RIVER ROAD FARM(RIVER ROAD FARM)","RIVER ROAD FARM","active","Southampton","BLACKWATER R   S QUAY FARM","Surface Water Intake","0","","3","0","0","0","0"
"Franklin Turfgrass Inc","71327","RIVER ROAD FARM(RIVER ROAD FARM)","RIVER ROAD FARM","active","Southampton","NOTTOWAY R   NOTTOWAY FARM","Surface Water Intake","0","","2","0","0","0","0"
"Norman Showalter","69416","RIVERSIDE DAIRY","RIVERSIDE DAIRY","active","Rockingham","DRY RIVER","Surface Water Intake","0","","5","0","0","0","0"
"H Barnes Townsend Jr","71178","RIVERSIDE FARM(RIVERSIDE FARM)","RIVERSIDE FARM","active","King William","PAMUNKEY RIVER - CLOP","Surface Water Intake","0","","0","0","0","0","0"
"H Barnes Townsend Jr","71178","RIVERSIDE FARM(RIVERSIDE FARM)","RIVERSIDE FARM","active","King William","PAMUNKEY RIVER - R1","Surface Water Intake","0","","0","0","0","0","0"
"H Barnes Townsend Jr","71178","RIVERSIDE FARM(RIVERSIDE FARM)","RIVERSIDE FARM","active","King William","PAMUNKEY RIVER - S2 (formerly S4 but now combined with S2B&C)","Surface Water Intake","0","","1","0","0","0","0"
"H Barnes Townsend Jr","71178","RIVERSIDE FARM(RIVERSIDE FARM)","RIVERSIDE FARM","active","King William","PAMUNKEY RIVER - R7","Surface Water Intake","0","","0","0","0","0","0"
"H Barnes Townsend Jr","71178","RIVERSIDE FARM(RIVERSIDE FARM)","RIVERSIDE FARM","active","King William","PAMUNKEY RIVER - S2C","Surface Water Intake","0","","0","0","0","0","0"
"Frank Hula","70362","RIVERSIDE FARM(RIVERSIDE FARM INC)","RIVERSIDE FARM","active","Charles City","DUG POND","Surface Water Intake","0","","0","0","0","0","0"
"H Barnes Townsend Jr","71178","RIVERSIDE FARM(RIVERSIDE FARM)","RIVERSIDE FARM","active","King William","PAMUNKEY RIVER - S2B","Surface Water Intake","0","","0","0","0","0","0"
"H Barnes Townsend Jr","71178","RIVERSIDE FARM(RIVERSIDE FARM)","RIVERSIDE FARM","active","King William","Pamunkey River - R4A","Surface Water Intake","0","","0","0","0","0","0"
"H Barnes Townsend Jr","71178","RIVERSIDE FARM(RIVERSIDE FARM)","RIVERSIDE FARM","active","King William","PAMUNKEY RIVER - CLOPS","Surface Water Intake","0","","0","0","0","0","0"
"Frank Hula","70362","RIVERSIDE FARM(RIVERSIDE FARM INC)","RIVERSIDE FARM","active","Charles City","Banbury","Surface Water Intake","0","","0","0","0","0","0"
"Riverton Corporation","68729","RIVERTON PLANT(RIVERTON PLANT)","RIVERTON PLANT","inactive","Warren","SHENANDOAH RIVER  #2","Surface Water Intake","0","","0","0","0","0","0"
"Riverton Corporation","68729","RIVERTON PLANT(RIVERTON PLANT)","RIVERTON PLANT","inactive","Warren","SHENANDOAH RIVER  #1","Surface Water Intake","0","","0","17.759","0","0","1.8"
"Greif Riverville Llc","70507","RIVERVILLE MILL WTP(RIVERVILLE MILL)","RIVERVILLE MILL WTP","active","Amherst","JAMES RIVER","Surface Water Intake","10.8","VWUDS Form","1","1848.22","0","0","188.17"
"James & C Irvin Roakes","69012","ROAKES BROTHER FARM","ROAKES BROTHER FARM","inactive","Campbell","HILL CREEK","Surface Water Intake","0","","1","0","0","0","0"
"James & C Irvin Roakes","69012","ROAKES BROTHER FARM","ROAKES BROTHER FARM","inactive","Campbell","LOVELACE CREEK","Surface Water Intake","0","","1","0","0","0","0"
"James & C Irvin Roakes","69012","ROAKES BROTHER FARM","ROAKES BROTHER FARM","inactive","Campbell","FARM POND","Surface Water Intake","0","","1","0","0","0","0"
"Roanoke Cement Co","69429","DALEVILLE PLANT(DALEVILLE PLANT)","Roanoke Cement Company","active","Botetourt","CATAWBA CREEK","Surface Water Intake","0","","0","12.652","0","0","9.982"
"","0","","Roanoke City (Agriculture)","proposed","Roanoke City","Roanoke City (Agriculture) - Intake","Surface Water Intake","0","","0","0","0","0","0"
"","0","","Roanoke City (Community Water System)","proposed","Roanoke City","Roanoke City (Community Water System) - Intake","Surface Water Intake","0","","0","0","0","0","0"
"","0","","Roanoke City (Large Self-Supplied User)","proposed","Roanoke City","Roanoke City (Large Self-Supplied User) - Intake","Surface Water Intake","0","","0","0","0","0","0"
"Western Va Water Authority","71212","ROANOKE (CITY) SERVICE AREA(ROANOKE, CITY)","ROANOKE (CITY) SERVICE AREA","active","Roanoke City","CRYSTAL SPRING","Surface Water Intake","0","","5","1501","0","0","152"
"Western Va Water Authority","71212","ROANOKE (CITY) SERVICE AREA(ROANOKE, CITY)","ROANOKE (CITY) SERVICE AREA","active","Roanoke City","MUSE SPRING TO FRED WHITAKER","Surface Water Intake","0","","5","33.9","0","0","3.8"
"Western Va Water Authority","71212","ROANOKE (CITY) SERVICE AREA(ROANOKE, CITY)","ROANOKE (CITY) SERVICE AREA","active","Roanoke City","FROM CARVINS COVE RESERVOIR","Surface Water Intake","0","","5","4982.3","0","0","474.982"
"Roanoke Country Club, Inc","69941","Roanoke Country Club, Inc(Irrigation Pond)","Roanoke Country Club, Inc","active","Roanoke City","Irrigation Pond","Surface Water Intake","0","","0","0","0","0","0"
"","0","","Roanoke County (Agriculture)","proposed","Roanoke County","Roanoke County (Agriculture) - Intake","Surface Water Intake","0","","0","0","0","0","0"
"","0","","Roanoke County (Community Water System)","proposed","Roanoke County","Roanoke County (Community Water System) - Intake","Surface Water Intake","0","","0","0","0","0","0"
"","0","","Roanoke County (Large Self-Supplied User)","proposed","Roanoke County","Roanoke County (Large Self-Supplied User) - Intake","Surface Water Intake","0","","0","0","0","0","0"
"Norfolk Southern Corp","68937","ROANOKE FACILITIES(ROANOKE FACILITIES)","ROANOKE FACILITIES","active","Roanoke City","ROANOKE RIVER","Surface Water Intake","0","","5","1220","0","0","140"
"","0","","Roanoke Rapids SD","proposed","Halifax","Roanoke River NC","Surface Water Intake","0","","0","0","0","0","0"
"Roanoke River Service Authority","70226","Roanoke River Service Area","Roanoke River Service Authority","active","Mecklenburg","MEHERRIN RIVER","Surface Water Intake","0","","0","253.61","8.92","0","26.395"
"Roanoke River Service Authority","163248","South Hill WTP","Roanoke River Service Authority","active","Mecklenburg","MEHERRIN RIVER","Surface Water Intake","0","","0","253.61","8.92","0","26.395"
"Roanoke River Service Authority","70226","Roanoke River Service Area","Roanoke River Service Authority","active","Mecklenburg","ROANOKE RIVER - LAKE GASTON","Surface Water Intake","0","","0","0","8.92","0","0"
"Roanoke River Service Authority","163248","South Hill WTP","Roanoke River Service Authority","active","Mecklenburg","ROANOKE RIVER - LAKE GASTON","Surface Water Intake","0","","0","0","8.92","0","0"
"Robert D Williams","70309","Surface Water Reporting - [no name]","ROBERT D WILLIAMS","inactive","Pittsylvania","FARM POND","Surface Water Intake","0","","5","0","0","0","0"
"Robert E Nuckols","68795","Surface Water Reporting - [no name]","ROBERT E NUCKOLS","active","Pittsylvania","FARM POND","Surface Water Intake","0","","5","0","0","0","0"
"Robert L Hanks","68645","Surface Water Reporting - [no name]","ROBERT L HANKS","active","Lunenburg","FARM POND","Surface Water Intake","0","","4","0","0","0","0"
"Robert L Seward","69200","Surface Water Reporting - [no name]","ROBERT L SEWARD","inactive","Brunswick","FARM POND","Surface Water Intake","0","","5","0","0","0","0"
"Robert L Seward","69200","Surface Water Reporting - [no name]","ROBERT L SEWARD","inactive","Brunswick","FARM POND  (SMALLER)","Surface Water Intake","0","","5","0","0","0","0"
"Robert P Easley","69871","Surface Water Reporting - [no name]","ROBERT P EASLEY","inactive","Pittsylvania","BANNISTER RIVER","Surface Water Intake","0","","0","0","0","0","0"
"Robert S Barnes","71426","Surface Water Reporting - [no name]","ROBERT S BARNES","inactive","Dinwiddie","FARM POND","Surface Water Intake","0","","0","0","0","0","0"
"Donald Brennan","66383","Roberts Farm","Roberts Farm","inactive","Northampton","ROBERTS FARM POND","Surface Water Intake","0","","0","0","0","0","0"
"Robert T Lewis Sr","70719","Surface Water Reporting - [no name]","ROBERT T LEWIS SR","inactive","Pittsylvania","FARM POND","Surface Water Intake","0","","0","0","0","0","0"
"Robert Trent  Jones Golf Club","90400","Robert Trent Jones Golf Club(Robert Trent Jones Golf Club (Irrigation))","Robert Trent Jones Golf Club","active","Prince William","Irrigation Pond","Surface Water Intake","0","","0","0","0","0","0"
"Robert Watkins","71231","Robert Watkins farm","Robert Watkins farm","inactive","Dinwiddie","FARM POND 2","Surface Water Intake","0","","0","0","0","0","0"
"Robert Watkins","71231","Robert Watkins farm","Robert Watkins farm","inactive","Dinwiddie","FARM POND 1","Surface Water Intake","4","VWUDS Form","1","0","0","0","0"
"Robert W Yeatts","70767","Surface Water Reporting - [no name]","ROBERT W YEATTS","inactive","Pittsylvania","FARM POND???","Surface Water Intake","0","","5","0","0","0","0"
"Mathias Brothers Inc","70389","ROBY JANNEY","ROBY JANNEY","active","Rockingham","SPRING","Surface Water Intake","0","","0","0","0","0","0"
"","0","","Rockbridge (Agriculture)","proposed","Rockbridge","Rockbridge (Agriculture) - Intake","Surface Water Intake","0","","0","0","0","0","0"
"","0","","Rockbridge (Community Water System)","proposed","Rockbridge","Rockbridge (Community Water System) - Intake","Surface Water Intake","0","","0","0","0","0","0"
"","0","","Rockbridge (Large Self-Supplied User)","proposed","Rockbridge","Rockbridge (Large Self-Supplied User) - Intake","Surface Water Intake","0","","0","0","0","0","0"
"Stuart M. Perry, Inc","68930","ROCK HARBOR GOLF COURSE(ROCK HARBOR GOLF COURSE (Irrigation))","ROCK HARBOR GOLF COURSE","active","Frederick","Irrigation Pond","Surface Water Intake","0","","0","0","0","0","0"
"United Coal Company","70109","ROCKHOUSE PREPARATION PLANT(ROCKHOUSE PREP PLANT)","ROCKHOUSE PREPARATION PLANT","inactive","Buchanan","ROCKHOUSE BRANCH","Surface Water Intake","0","","0","3.476","0","0","0.9"
"","0","","Rockingham (Agriculture)","proposed","Rockingham","Rockingham (Agriculture) - Intake","Surface Water Intake","0","","0","0","0","0","0"
"","0","","Rockingham (Community Water System)","proposed","Rockingham","Rockingham (Community Water System) - Intake","Surface Water Intake","0","","0","0","0","0","0"
"","0","","Rockingham (Large Self-Supplied User)","proposed","Rockingham","Rockingham (Large Self-Supplied User) - Intake","Surface Water Intake","0","","0","0","0","0","0"
"Pounding Mill Quarry Corp","68880","ROCKY GAP PLANT(ROCKY GAP PLANT)","ROCKY GAP PLANT","active","Bland","WOLF CREEK","Surface Water Intake","0","","0","0","0","0","0"
"Rocky Gap Waterworks","69756","ROCKY GAP SERVICE AREA(ROCKY GAP WATER WORKS)","ROCKY GAP SERVICE AREA","inactive","Bland","SPRING","Surface Water Intake","0","","0","6.024","0","0","0.627"
"Roger L & Linda F Martin","69137","Surface Water Reporting - [no name]","ROGER L & LINDA F MARTIN","active","Shenandoah","NF SHENANDOAH RIVER    HOME","Surface Water Intake","0","","5","0","0","0","0"
"Roger L & Linda F Martin","69137","Surface Water Reporting - [no name]","ROGER L & LINDA F MARTIN","active","Shenandoah","NF SHENANDOAH RIVER    GOODS","Surface Water Intake","0","","5","0","0","0","0"
"Roger L & Linda F Martin","69137","Surface Water Reporting - [no name]","ROGER L & LINDA F MARTIN","active","Shenandoah","NF SHENANDOAH RIVER    BAKERS","Surface Water Intake","0","","0","0","0","0","0"
"Norman V Edwards","70722","ROLLING OAKS FARM","ROLLING OAKS FARM","inactive","Henrico","CHICKAHOMINY RIVER","Surface Water Intake","0","","0","0","0","0","0"
"Ronald W Crews","71488","Surface Water Reporting - [no name]","RONALD W CREWS","active","Halifax","FARM POND  FARM # 5339","Surface Water Intake","0","","5","0","0","0","0"
"Ronald W Crews","71488","Surface Water Reporting - [no name]","RONALD W CREWS","active","Halifax","FARM POND  FARM # 4547","Surface Water Intake","0","","3","0","0","0","0"
"Ronald W Crews","71488","Surface Water Reporting - [no name]","RONALD W CREWS","active","Halifax","FARM POND  FARM # 5338","Surface Water Intake","0","","3","0","0","0","0"
"Ronald W Crews","71488","Surface Water Reporting - [no name]","RONALD W CREWS","active","Halifax","FARM POND  FARM # 14","Surface Water Intake","0","","3","0","0","0","0"
"Ronald W Crews","71488","Surface Water Reporting - [no name]","RONALD W CREWS","active","Halifax","FARM POND  FARM # 467","Surface Water Intake","0","","5","0","0","0","0"
"Ronald W Crews","71488","Surface Water Reporting - [no name]","RONALD W CREWS","active","Halifax","FARM POND #1 FARM # 7178","Surface Water Intake","0","","0","0","0","0","0"
"Ronald W Crews","71488","Surface Water Reporting - [no name]","RONALD W CREWS","active","Halifax","FARM POND #2 FARM # 7178","Surface Water Intake","0","","0","0","0","0","0"
"Ronnie Haymore","69698","Surface Water Reporting - [no name]","RONNIE HAYMORE","inactive","Pittsylvania","FARM POND","Surface Water Intake","0","","0","0","0","0","0"
"Roscoe O Martin","70155","Surface Water Reporting - [no name]","ROSCOE O MARTIN","inactive","Roanoke County","BACK CREEK","Surface Water Intake","0","","0","0","0","0","0"
