"MP_hydroid","Hydrocode","Source Type","MP_name","Year","Water Use MGY","Water Use (MGD)","MPID","DEQ Well Number","MP_latitude","MP_longitude","facility_hydroid","facility_name","facility_status","facility_use_type","FIPS_code","locality"
"191602","vwuds_pmp1032","Surface Water Intake","Irrigation Pond","2020","2.91","0.01","pmp1032","","39.004142000000","-77.410222000000","179231","STERLING GOLF CLUB","active","commercial","51107","Loudoun"
"191603","vwuds_pmp1056","Surface Water Intake","Dan River","2020","117.023","0.32","pmp1056","","36.572500000000","-80.440780000000","193261","Blue Ridge Fish Hatchery, Inc","active","agriculture","51141","Patrick"
"191604","vwuds_pmp1079","Surface Water Intake","Middle River","2020","60","0.16","pmp1079","","38.200200000000","-78.914550000000","193264","NEW HOPE FARM","active","irrigation","51015","Augusta"
"191605","vwuds_pmp1080","Surface Water Intake","Middle River","2020","74","0.20","pmp1080","","38.231820000000","-78.917880000000","193263","KENTMERE FARM","active","irrigation","51015","Augusta"
"191606","vwuds_pmp1066","Surface Water Intake","Lake Caroline WTP","2020","3.852","0.01","pmp1066","","37.986114000000","-77.504506000000","71762","LAKE CAROLINE","active","municipal","51033","Caroline"
"191609","vwuds_pmp1036","Surface Water Intake","B2","2020","2.03","0.01","pmp1036","","","","72475","GRAINFIELD FARM","active","irrigation","51036","Charles City"
"191610","vwuds_pmp1035","Surface Water Intake","ML9","2020","0","0.00","pmp1035","","","","72475","GRAINFIELD FARM","active","irrigation","51036","Charles City"
"191625","vwuds_pmp1090","Well","Well #2","2020","3.7575","0.01","pmp1090","","","","71639","MTN VIEW SHORES SERVICE AREA","active","municipal","51019","Bedford County"
"191626","vwuds_pmp1046","Well","TISA Fire Tank Well","2020","0.014","0.00","pmp1046","","38.096847000000","-77.326090000000","90592","Fort A. P. Hill Water System","active","municipal","51033","Caroline"
"191627","vwuds_pmp1047","Well","Lazer Range Well","2020","0","0.00","pmp1047","","38.165311000000","-77.284546000000","90592","Fort A. P. Hill Water System","active","municipal","51033","Caroline"
"191629","vwuds_pmp1048","Well","HQ STP Well","2020","0.00179","0.00","pmp1048","","38.079580000000","-77.321257000000","90592","Fort A. P. Hill Water System","active","municipal","51033","Caroline"
"191631","vwuds_pmp1068","Well","British Woods Well #1","2020","4.958","0.01","pmp1068","","37.356722520000","-79.883379550000","481388","British Woods","active","Municipal","51161","Roanoke County"
"191633","vwuds_pmp1049","Well","Mintbrook Well B-4","2020","20.4313","0.06","pmp1049","","38.590651000000","-77.778873000000","72504","BEALETON REGIONAL WATER SYSTEM","active","municipal","51061","Fauquier"
"191637","vwuds_pmp1051","Well","Quarry Well Dewatering","2020","1655","4.53","pmp1051","","37.377777777800","-80.659722222200","73306","Lhoist North America Kimballton Plant 1","active","mining","51071","Giles"
"191640","vwuds_pmp1052","Well","WELL #2","2020","1.7","0.00","pmp1052","","37.321930000000","-79.430723000000","72431","NEW LEAF FARMS, INC.","active","irrigation","51019","Bedford County"
"191646","vwuds_pmp1054","Well","High School Well #2","2020","10.645","0.03","pmp1054","","38.033999700000","-79.795400700000","74108","Bath County Regional Water System","active","municipal","51017","Bath"
"191647","vwuds_pmp1059","Well","Collins House Well","2020","7.07","0.02","pmp1059","","","","73414","SAUNDERS BROTHERS, INC.","active","irrigation","51125","Nelson"
"191648","vwuds_pmp1055","Well","Jeffries Well","2020","5.334","0.01","pmp1055","","39.169165000000","-77.740364000000","72513","PURCELLVILLE SERVICE AREA","active","municipal","51107","Loudoun"
"191652","vwuds_pmp1057","Well","HOLLER WELL #1","2020","0.82545","0.00","pmp1057","","38.873200000000","-78.595100000000","481425","Holler","active","Municipal","51171","Shenandoah"
"191653","vwuds_pmp1064","Well","Well 1B","2020","21.981657","0.06","pmp1064","","","","71762","LAKE CAROLINE","active","municipal","51033","Caroline"
"191654","vwuds_pmp1081","Well","3 Wells","2020","4.55","0.01","pmp1081","","38.234140000000","-78.924500000000","193263","KENTMERE FARM","active","irrigation","51015","Augusta"
"191655","vwuds_pmp1065","Well","Well 1C","2020","39.580952","0.11","pmp1065","","","","71762","LAKE CAROLINE","active","municipal","51033","Caroline"
"191656","vwuds_pmp1082","Well","WELLS","2020","4.46","0.01","pmp1082","","38.145437600000","-78.899438100000","193266","NORTH POINT FARM","active","agriculture","51015","Augusta"
"191657","vwuds_pmp1088","Well","3 Wells","2020","1.8","0.00","pmp1088","","38.200200000000","-78.914550000000","193264","NEW HOPE FARM","active","irrigation","51015","Augusta"
"191659","vwuds_pmp1033","Well","VT Dairy Well #1","2020","4.92","0.01","pmp1033","","37.204440000000","-80.574750000000","179234","VA TECH Dairy Science Complex - Kentland Farm","active","agriculture","51121","Montgomery"
"191662","vwuds_pmp1034","Well","VT Dairy Well #2- Backup","2020","0","0.00","pmp1034","","37.204772000000","-80.573339000000","179234","VA TECH Dairy Science Complex - Kentland Farm","active","agriculture","51121","Montgomery"
"191742","new_wash-down_well_(217-99)","Well","Wash Down 1B (New)","2020","1.495442","0.00","mp8952","217-00099","36.841944444444","-76.241111111111","67032","Capital Concrete Inc Stapleton Street Plant","active","industrial","51710","Norfolk"
"192162","vwuds_pmp1094","Well","Round Hill Well #7A","2020","10.582","0.03","pmp1094","","39.121544000000","-77.763857000000","73256","ROUND HILL SERVICE AREA","active","municipal","51107","Loudoun"
"192163","vwuds_pmp1095","Well","Round Hill Well #7B","2020","12.481","0.03","pmp1095","","39.121478000000","-77.764404000000","73256","ROUND HILL SERVICE AREA","active","municipal","51107","Loudoun"
"192168","gwp_pmp787","Well","Well #1, Central Field, 159-140","2020","1.2644","0.00","","159-00140","37.567885957988","-76.391473660607","67697","Bush Park Camping Resort","active","municipal","51119","Middlesex"
"192174","gwp_pmp726","Well","1A","2020","0.16409","0.00","","166-00159","37.976975000000","-76.558353000000","67678","Bells Cove Water System","active","municipal","51133","Northumberland"
"192205","gwp_pmp727","Well","Well #2","2020","3.666268","0.01","","166-00158","37.982250000000","-76.555650000000","67678","Bells Cove Water System","active","municipal","51133","Northumberland"
"192227","gwp_pmp765","Well","Well #1A","2020","1.9511","0.01","","166-00161","37.941230555556","-76.339063888889","67004","White Sands Harbor","active","municipal","51133","Northumberland"
"192273","gwp_pmp766","Well","Well 2","2020","0.09096","0.00","","166-00160","37.941222222222","-76.348722222222","67004","White Sands Harbor","active","municipal","51133","Northumberland"
"192395","gwp_pmp734","Well","Well # 1","2020","1.453381","0.00","","166-00132","37.938333333333","-76.357500000000","67143","Chesapeake Cove","active","municipal","51133","Northumberland"
"192401","gwp_pmp742","Well","Well #2 (151-22)","2020","0.60338","0.00","pmp742","151-00022","37.734100000000","-76.423700000000","67346","Laurel Point Subdivision","active","municipal","51103","Lancaster"
"192403","gwp_pmp741","Well","well #1 (151-66)","2020","2.1452","0.01","pmp741","151-00066","37.730925000000","-76.428113888889","67346","Laurel Point Subdivision","active","municipal","51103","Lancaster"
"192739","gwp_pmp1041","Well","Well JR","2020","6.2296","0.02","370940076413501","190-00138","","","67224","Surry Power Station","active","nuclearpower","51181","Surry"
"192793","gwp_mp8235","Well","Well #1","2020","0","0.00","370429077212901","174-00025","37.074936108124","-77.357775270939","66850","Bexley Mobile Home Park","active","municipal","51149","Prince George"
"192795","gwp_mp8355","Well","Well #2","2020","1.937701","0.01","370429077212802","174-00026","37.074952367063","-77.357737720013","66850","Bexley Mobile Home Park","active","municipal","51149","Prince George"
"192797","gwp_mp8236","Well","Well #4","2020","0.15849","0.00","370437077213603","174-00231","37.077127430682","-77.360079288483","66850","Bexley Mobile Home Park","active","municipal","51149","Prince George"
"192799","gwp_mp8237","Well","Well #5","2020","1.943006","0.01","370434077214004","174-00232","37.076438369282","-77.360873222351","66850","Bexley Mobile Home Park","active","municipal","51149","Prince George"
"192823","gwp_pmp886","Well","Irrigation Well #1","2020","2.39451","0.01","","128-00092","37.906364000000","-76.946247000000","90591","Sunnyside Farm","active","irrigation","51057","Essex"
"192850","gwp_pmp788","Well","Well #2, Tower Well, 159-141 ","2020","0.3014","0.00","pmp788","159-00141","37.568136004243","-76.393279282029","67697","Bush Park Camping Resort","active","municipal","51119","Middlesex"
"192852","gwp_pmp789","Well","Well #3, Manager Well, 159-142","2020","1.7247","0.00","pmp789","159-00142","37.568497214161","-76.397140532406","67697","Bush Park Camping Resort","active","municipal","51119","Middlesex"
"192858","gwp_pmp790","Well","Well 4, Entrance, 159-143","2020","0.91576","0.00","pmp790","159-00143","37.569330545947","-76.397029424794","67697","Bush Park Camping Resort","active","municipal","51119","Middlesex"
"193231","irrigation_well","Well","Ballfield Irrigation Well","2020","0","0.00","","190-00140","37.078371876062","-76.903433475882","66974","Surry County Educational Complex","active","municipal","51181","Surry"
"193515","well_#1","Well","Well #1","2020","6.0285","0.02","","159-00011","37.613150000000","-76.547397222222","67172","Christchurch School","active","municipal","51119","Middlesex"
"193517","well_#2a","Well","Well #2A","2020","0","0.00","373649076324902","159-00151","37.613644444444","-76.546805555556","67172","Christchurch School","active","municipal","51119","Middlesex"
"193523","gwp_pmp810","Well","Well #2","2020","3.469","0.01","","136-00156","37.543702777778","-76.526055555556","67680","Thousand Trails (Chesapeake Bay Rv Resort)","active","municipal","51073","Gloucester"
"193525","gwp_375727076453201","Well","Well #1, 179-006","2020","2.788","0.01","375727076453201","179-00006","37.959761111111","-76.755961111111","67699","Town of Warsaw","active","municipal","51159","Richmond County"
"193527","gwp_375733076451801","Well","Well #2, 179-007","2020","4.729","0.01","375733076451801","179-00007","37.959430555556","-76.755330555556","67699","Town of Warsaw","active","municipal","51159","Richmond County"
"193529","well_#3","Well","Well #3","2020","0.034896","0.00","","159-00009","37.638945784901","-76.578869998604","67692","Town of Urbanna","active","municipal","51119","Middlesex"
"193531","gwp_373813076343002","Well","Well #5","2020","31.589884","0.09","373813076343002","159-00124","37.633112496933","-76.581731194419","67692","Town of Urbanna","active","municipal","51119","Middlesex"
"193678","gwp_pmp880","Well","Well 2","2020","3.9457","0.01","pmp880","159-00086","37.608888888889","-76.508333333333","90579","Dockside Health and Rehab Center","active","commercial","51119","Middlesex"
"193680","well_1","Well","Well 1","2020","0.011151","0.00","","159-00144","37.608890000000","-76.508330000000","90579","Dockside Health and Rehab Center","active","commercial","51119","Middlesex"
"193698","19th_street_replacement","Well","19th Street Deep Replacement","2020","315.569","0.86","","150-00187","37.541273000000","-76.801929000000","67052","WestRock West Point Mill Water System","active","manufacturing","51101","King William"
"193995","","Well","Library Well (Irrigation Well #1)","2020","2.937752","0.01","","129-02334","38.714318000000","-77.088526000000","66982","Mount Vernon Estate","active","municipal","51059","Fairfax County"
"194005","fire_protection_#1","Well","Fire Protection #1","2020","1.100674","0.00","","129-02332","38.710305000000","-77.083557000000","66982","Mount Vernon Estate","active","municipal","51059","Fairfax County"
"194007","","Well","Fire Protection Well #2","2020","0.096942","0.00","","129-02333","38.710281000000","-77.083571000000","66982","Mount Vernon Estate","active","municipal","51059","Fairfax County"
"194017","gwp_384238077051902","Well","Well #5 ","2020","3.5185","0.01","384238077051902","129-02331","38.706923000000","-77.084837000000","66982","Mount Vernon Estate","active","municipal","51059","Fairfax County"
"194043","","Well","Irrigation Well #1","2020","0","0.00","","129-02330","38.712944444444","-77.115777777778","67359","Mount Vernon Country Club","active","commercial","51059","Fairfax County"
"194127","smithfield_hog_prod_farm_19_well_3","Well","19-3","2020","0.0833","0.00","365901077112301","191-00144","36.983874000000","-77.189991000000","67371","Smithfield Hog Production Farms 19 & 20","active","agriculture","51183","Sussex"
"194127","smithfield_hog_prod_farm_19_well_3","Well","19-3","2020","0.0833","0.00","365901077112301","191-00144","36.983874000000","-77.189991000000","194126","Smithfield Hog Production Division","","gw2_private","51183","Sussex"
"194915","gwp_C5851","Well","North Well #1","2020","0.743","0.00","372108075544801","165-00542","37.352426194972","-75.912966496993","67204","Newman Farms","active","irrigation","51131","Northampton"
"194917","gwp_D5851","Well","North Well #2","2020","28.941","0.08","372106075545301","165-00543","37.351740084980","-75.914263760008","67204","Newman Farms","active","irrigation","51131","Northampton"
"194919","south_well_#1","Well","South Well #1","2020","7.135","0.02","372033075544001","165-00544","37.342595888385","-75.910707921713","67204","Newman Farms","active","irrigation","51131","Northampton"
"194921","","Well","South Well #2","2020","6.424","0.02","372040075543701","165-00545","37.342595896871","-75.909952335741","67204","Newman Farms","active","irrigation","51131","Northampton"
"194923","","Well","South Well #3","2020","5.591","0.02","372044075543701","165-00546","37.345693048767","-75.909935716690","67204","Newman Farms","active","irrigation","51131","Northampton"
